Index,Song,Lyrics
255. Def Leppard - Love Bites (1987)
254. Seether - Fine Again (2003)
253. Trivium - Villainy Thrives (2013)
252. Ozzy Osbourne - Suicide Solution (1980)
251. Limp Bizkit - Rearranged (1999)
250. Three Days Grace - The Good Life (2009)
249. Orgy - Blue Monday (1998)
248. Aerosmith - Last child (1976)
247. Highly Suspect - Lydia (2015)
246. AC/DC - Have A Drink On Me (1980)
245. Bon Jovi - Runaway (1984)
244. A Perfect Circle - Judith (2000)
243. Nothing more - Go to war (2017)
242. Judas Priest - Heading Out To The Highway (1981)
241. Disturbed - Indestructible (2007)
240. Avenged Sevenfold - This Means War (2013)
239. Black Sabbath - Children of the Grave (1971)
238. White Lion - Wait (1987)
237. Linkin Park - Faint (2003)
236. Beartooth - Disease (2018)
235. AC/DC - Whole Lotta Rosie (1977)
234. Marilyn Manson - Sweet Dreams (Are made of this) (1995)
233. Breaking Benjamin - Tourniquet (2018)
232. Great White - Once bitten twice shy (1989)
231. Rob Zombie - Superbeast (1999)
230. I Prevail - Stuck In Your Head (2016)
229. Pantera - This love (1992)
228. Five Finger Death Punch - Under And Over It (2011)
227. Godsmack - Serenity (2003)
226. Fire from the gods - Right now (2019)
225. Ozzy Osbourne - Shot in the dark (1986)
224. Kid Rock - Bawitdaba (1999)
223. Motley Crue - Too young to fall in love (1984)
222. Incubus - Pardon me (2000)
221. AC/DC - Rock and roll ain’t noise pollution (1981)
220. Hellyeah - Hush (2015)
219. Slaughter - Fly for the angels (1990)
218. Stone Sour - Bother (2003)
217. Damn Yankees - Coming of Age (1990)
216. Guns N' Roses - It's So Easy (1987)
215. Volbeat - Heaven nor Hell (2010)
214. Warrant - Heaven (1989)
213. Alien Ant Farm - Smooth Criminal (2001)
212. Megadeth - Symphony Of Destruction (1992)
211. Skid Row - 18 And Life (1989)
210. Chevelle - Send the Pain Below (2002)
209. Guns N' Roses - Rocket Queen (1987)
208. Beastie Boys - (You Gotta) Fight For Your Right (to Party!) (1987)
207. Kiss - Lick It Up (1983)
206. Linkin Park - Numb (2003)
205. Rainbow - Man on the Silver Mountain (1975)
204. Avenged Sevenfold - Hail To The King (2013)
203. Twisted Sister - I Wanna Rock (1984)
202. Shinedown - Sound Of Madness (2008)
201. AC/DC - Shot Down In Flames (1979)
200. Led Zeppelin - Kashmir (1975)
199. Bring Me The Horizon - Happy Song (2015)
198. Def Leppard - Hysteria (1987)
197. Metallica - One (1989)
196. Dokken - In My Dreams (1985)
195. Breaking Benjamin - Defeated (2015)
194. Scorpions - No one like you (1982)
193. Firehouse - Don't Treat Me Bad (1991)
192. Audioslave - Like a stone (2003)
191. Aerosmith - Same Old Song And Dance (1974)
190. Avenged Sevenfold - Buried Alive (2011)
189. Alice In Chains - Rooster (1992)
188. Three Days Grace - Never Too Late (2007)
187. Cinderella - Nobody's Fool (1986)
186. Bullet For My Valentine - Your Betrayal (2010)
185. Metallica - Nothing Else Matters (1992)
184. Guns N' Roses - My Michelle (1987)
183. Van Halen - Eruption/You Really got me (1978)
182. Five Finger Death Punch - Far From Home (2010)
181. Marilyn Manson - The Beautiful People (1996)
180. Sammy Hagar - Heavy Metal (1981)
179. Parkway Drive - Vice Grip (2015)
178. Limp Bizkit - Rollin' (Air Raid Vehicle) (2000)
177. Megadeth - Holy Wars...The Punishment Due (1990)
176. Starset - Monster (2016)
175. Ozzy Osbourne - Shot in the dark (1986) Repeat
174. Tesla - Modern Day Cowboy (1987)
173. Slipknot - Wait And Bleed (1999)
172. Asking Alexandria - Alone In A Room (2018)
171. Cult - Fire Woman (1989)
170. System Of A Down - Spiders (1999)
169. Warrant - Cherry Pie (1990)
168. Breaking Benjamin - Blow me Away (2004)
167. Van Halen - Unchained (1981)
166. Disturbed - Stupify (2000)
165. Poison - Every Rose Has Its Thorn (1988)
164. Stone Sour - Say You'll Haunt Me (2010)
163. Avenged Sevenfold - Almost Easy (2007)
162. AC/DC - TNT (1976)
161. Def Leppard - Animal (1987)
160. Volbeat - A Warrior's Call (2011)
159. Ozzy Osbourne - No more tears (1991)
158. Slaughter - Up All Night (1990)
157. Bad Wolves - Remember when (2018)
156. Shinedown - Second Chance (2008)
155. Great White - Save Your Love (1987)
154. Breaking Benjamin - So Cold (2004)
153. AC/DC - Shoot to thrill (1980)
152. Metallica - Am I Evil (1984)
151. I Prevail - Breaking down (2019)
150. Winger - Seventeen (1988)
149. Avenged Sevenfold - Afterlife (2008)
148. Guns N Roses - Mr Brownstone (1987)
147. Five Finger Death Punch - Coming Down (2011)
146. Korn - Shoots And Ladders (1994)
145. Godsmack - Awake (2000)
144. Aerosmith - Back in the saddle (1977)
143. Kiss - Heaven’s on fire (1984)
142. Fozzy - Judas (2017)
141. Disturbed - Stricken (2005)
140. Ozzy Osbourne - I Don't Know (1980)
139. Slipknot - The devil in I (2014)
138. Mudvayne - Dig (2001)
137. Motley Crue - Girls Girls Girls (1987)
136. Chevelle - The red (2002)
135. Van Halen - And the cradle will rock (1980)
134. Trivium - Until the world goes cold (2015)
133. System of a Down - Sugar (1998)
132. AC/DC - Thunderstruck (1990)
131. Led Zeppelin - Good times bad times (1969)
130. Breaking Benjamin - Breath (2006)
129. Quiet Riot - Cum on feel the noize (1983)
128. Rainbow - Long live rock n roll (1978)
127. Rammstein - Du Hast (1997)
126. Hellyeah - Love falls (2016)
125. Beastie Boys - Sabotage (1994)
124. Whitesnake - Still Of The Night (1987)
123. AC/DC - Dirty Deeds Done Dirt Cheap (1976)
122. Shinedown - 45 (2003)
121. Halestorm - Love Bites (So Do I) (2012)
120. Metallica - For Whom The Bell Tolls (1985)
119. Bullet For My Valentine - Tears Don't Fall (2005)
118. Papa Roach - Gravity (2015)
117. White Zombie - Thunder Kiss '65 (1992)
116. Ozzy Osbourne - Mr. Crowley (1980)
115. Alice in Chains - Them Bones (1992)
114. Five Finger Death Punch - The pride (2012)
113. Slipknot - Before I Forget (2005)
112. Def Leppard - Foolin (1983)
111. Stone Sour - Song #3 (2017)
110. Iron Maiden - The trooper (1983)
109. Avenged Sevenfold - Bat country (2005)
108. Disturbed - The Animal (2010)
107. Van Halen - Ain't Talkin Bout love (1978)
106. Staind - Mudshovel (1999)
105. Three Days Grace - Animal I Have become (2006)
104. Soundgarden - Spoonman (1994)
103. Five Finger Death Punch/Rob Halford - Lift me up (2013)
102. Rob Zombie - Dragula (1998)
101. Ozzy Osbourne - Bark at the moon (1983)
100. Korn - Coming undone (2006)
99. Skid Row - I Remember you (1989)
98. Rage Against The Machine - Guerrilla Radio (1999)
97. Godsmack - When Legends rise (2018)
96. iron maiden - Hallowed be thy name (1983)
95. System of a Down - BYOB (2005)
94. Nothing More - Jenny (2015)
93. Led Zeppelin - Black Dog (1971)
92. Stone Sour - Through the glass (2007)
91. AC/DC - For Those About to rock (We Salute You) (1982)
90. Tesla - Love Song (1989)
89. Aerosmith - mama kin (1973)
88. Breaking Benjamin - The Diary Of Jane (2006) repeat
87. Dio - Rainbow in the dark (1983)
86. Thrice - Black honey (2016)
85. Linkin Park - given up (2008)
84. Black Sabbath - War Pigs (1970)
83. Soundgarden - Rusty Cage (1991)
82. Rage Against The Machine - Sleep now in the fire (1999)
81. Guns N Roses - Nightrain (1992)
80. Slipknot - Unsainted (2019)
79. Motley Crue - wildside (1987)
78. System of a down - Aerials (2001)
77. Ozzy Osbourne - Flying high again (1981)
76. Tool - 46 and 2 (1998)
75. Five finger death punch - Wash it all away (2015)
74. Def Leppard - Rock of Ages (1983)
73. Pantera - Cowboys from Hell (1990)
72. Drowning Pool - Bodies (2001)
71. Bad Wolves - Zombie (2018)
70. AC/DC - Hells Bells (1980)
69. Poison - Fallen Angel (1988)
68. Filter - Hey Man Nice Shot (1995)
67. Faith No more - Epic (1990)
66. Ozzy Osbourne - Over the mountain (1981)
65. Trivium - The heart from your hate (2017)
64. Ratt - Round and round (1984)
63. Linkin Park - One step closer (2000)
62. Van Halen - Runnin with the devil (1978)
61. Stone sour - Tired (2013)
60. Motley Crue - Dr Feelgood (1989)
59. Rage against the machine - Testify (1999)
58. Five finger death punch - Bad company (2009)
57. Alice in Chains - Would? (1992)
56. Korn - Blind (1994)
55. Deep Purple - Smoke on the water (1973)
54. Kiss - I Was made for lovin you (1979)
53. Rush - Tom Sawyer (1981)
52. Tool - Sober (1993)
51. Judas Priest - You've Got Another Thing Coming (1982)
50. Def Leppard - Photograph (1983)
49. Skid Row - Youth Gone Wild (1989)
48. Avenged Sevenfold - Nightmare (2010)
47. System of a Down - Toxicity (2001)
46. Godsmack - Bulletproof (2018)
45. AC/DC - You Shook Me All Night Long (1980)
44. Powerman 5000 - When Worlds Collide (1999)
43. Nothing More - This Is The Time (Ballast) (2014)
42. Dio - Holy Diver (1983)
41. Five Finger Death Punch - Wrong Side of Heaven (2014)
40. Korn - Freak on a Leash (1999)
39. Scorpions - Rock You Like a Hurricane (1984) repeat
38. Van Halen - Hot for Teacher (1984)
37. Guns and Roses - Paradise City (1989)
36. Rage Against the Machine - Killing In The Name (1992)
35. Def Leppard - Pour Some Sugar on Me (1987)
34. AC/DC - Highway to Hell (1979)
33. Stone Temple Pilots - Sex Type Thing (1993)
32. Tool - Schism (2001)
31. Metallica - Master of Puppets (1986)
30. KISS - Rock and Roll All Night (1975)
29. Motley Crüe - Kickstart My Heart (1989)
28. Papa Roach - Last Resort (2000)
27. Slipknot - Duality (2004)
26. Black Sabbath - Iron Man (1971)
25. Soundgarden - Outshined (1991)
24. Godsmack - I Stand alone (2002)
23. Bon Jovi - Livin on a prayer (1986)
22. Guns N Roses - Sweet Child O Mine (1988)
21. Pantera - Walk (1993)
20. Disturbed - Down with the sickness (2000)
19. Motorhead - Ace of Spades (1980)
18. Alice in Chains - Man in the box (1991)
17. Van Halen - Panama (1985)
16. Led Zeppelin - Whole Lotta Love (1969)
15. System Of A Down - Chop Suey! (2001)
14. Judas Priest - Breaking the law (1980)
13. Iron Maiden - Run to the hills (1982)
12. Rage Against The Machine - Bulls on Parade (1996)
11. Aerosmith - Walk This Way (1975)
10. The Who - Won't Get Fooled Again (1971)
9. Nine Inch Nails - Closer (1994)
8. Nirvana - Smells Like Teen Spirit (1991)
7. Ozzy Osbourne - Crazy Train (1980)
6. Led Zeppelin - Immigrant Song (1970)
5. Black Sabbath - Paranoid (1970)
4. Linkin Park - In The End (2002)
3. Guns N' Roses - Welcome to the Jungle (1987)
2. Metallica - Enter Sandman (1991)
1. AC/DC - Back In Black (1980)Embed"
142,"""Sirius Hard rock top 1000 list"" by SiriusXM:
    1 ContributorSirius Hard rock top 1000 list Lyrics1000. AC/DC - It’s a long way to the top (If you w...","999. Megadeth - Countdown To Extinction
998. Fever 333 - Walking In My Shoes
997. Black Label Society - Stillborn (2003)
996. Deep Purple - Perfect Strangers (1984)
995. Halestorm - I Get Off (2009)
994. Van Halen - black and blue (1988)
993. Disturbed - Remember (2002)
992. Godsmack - The enemy (2006)
991. Metallica - Whiplash (1983)
990. Pantera - I’m broken (1994)
989. Beartooth - Bad Listener (2018)
988. Rage against the machine - The ghost of Tom Joad (1997)
987. Avatar - Hail The Apocalypse (2014)
986. Aerosmith - Walkin' The Dog (1973)
985. Korn - Get Up! (2011)
984. Marilyn Manson - Personal Jesus (2004)
983. Metallica - Hardwired (2016)
982. Anthrax - Antisocial (1989)
981. Foo Fighters - Walk (2011)
980. Primus - My Name Is Mud (1993)
979. Alice Cooper - Under My Wheels (1971)
978. Coheed & Cambria - Welcome Home (2005)
977. Kiss - Cold Gin (1974)
976. Poison - Look what the cat dragged in (1986)
975. Nonpoint - Alive and kicking (2005)
974. Jackyl - The Lumberjack (1992)
973. Aerosmith - Eat the rich (1993)
972. Korn - Rotting In Vain (2016)
971. Bullet for my Valentine - Hearts burst into fire (2008)
970. Black Sabbath - Tomorrow’s Dream (1972)
969. Disturbed - Hell (2011)
968. All That Remains - Forever In Your Hands (2008)
967. Foo Fighters - White Limo (2011)
966. Pantera - Mouth For War (1992)
965. Fever 333 - Made An America (2018)
964. Velvet Revolver - Fall to Pieces (2004)
963. Rage Against The Machine - Wake Up (1993)
962. In This Moment - Adrenalize (2013)
961. Deep Purple - Burn (1974)
960. Spinal Tap - Big Bottom (1984)
959. Thousand Foot Krutch - Lifeline (2016)
958. Hoobastank - Crawling In The Dark (2002)
957. Soundgarden - Burden in my hand (1996)
956. Five Finger Death Punch - Stranger Than Fiction (2007)
955. Def Leppard - Comin' Under Fire (1983)
954. Alter Bridge - Wouldn't You Rather (2019)
953. Puddle Of Mudd - Psycho (2007)
952. Five Finger Death Punch - Burn Motherfucker (2013)
951. Van Halen - Hang 'Em High (1982)
950. Crazy Town - Butterfly (2000)
949. Seether - Betray and Degrade (2017)
948. Tool - Hooker With A Penis (1996)
947. UFO - Rock bottom (1974)
946. Limp Bizkit - Behind Blue Eyes (2003)
945. Linkin Park - Burn it down (2012)
944. Aerosmith - Love in an Elevator (1989)
943. Tantric - Astounded (2001)
942. Bring Me The Horizon - Blasphemy (2015)
941. Megadeth - Hangar 18 (1991)
940. Nonpoint - What A Day (1997)
939. Skid Row - Slave To The Grind (1991)
938. Halestorm - I Am The Fire (2015)
937. Korn - Right Now (2003)
936. Motorhead - Deaf Forever (1986)
935. Seether - Truth (2005)
934. In This Moment - Sick Like Me (2014)
933. Judas Priest - Delivering The Goods (1978)
932. Marilyn Manson - The Dope Show (1998)
931. Bullet For My Valentine - Riot (2013)
930. Metallica - Hit The Lights (1982)
929. Pop Evil - Last Man Standing (2010)
928. Iron Maiden - The Prisoner (1982)
927. Godsmack - Situation (1997)
926. Crown the Empire - BLURRY (out of place) (2019)
925. Slipknot - Sulfur (2009)
924. Disturbed - Another way to die (2010)
923. Killswitch Engage - My Curse (2006)
922. Five Finger Death Punch - Never Enough (2008)
921. Nonpoint/Chad Gray - Miracle (2010)
920. Guns N Roses - Live and let die (1991)
919. Volbeat - Hallelujah Goat (2008)
918. Motionless In White - LOUD (Fuck It) (2017)
917. Megadeth - Foreclosure Of A Dream (1992)
916. Korn - Did My Time (2003)
915. Soundgarden - The Day I Tried To Live (1994)
914. Kiss - All Hell's Breaking Loose (1983)
913. Stabbing Westward - Shame (1996)
912. Godsmack - Something Different (2014)
911. Buckcherry - Crazy Bitch (2005)
910. Nothing More/Jacoby Shaddix - Don’t Stop (2017)
909. Seether - Gasoline (2003)
908. Black Sabbath - A National Acrobat (1973)
907. Metallica - The Unforgiven II (1998)
906. Def Leppard - Let It Go (1981)
905. Seether - Tonight (2011)
904. 3 Doors Down - Kryptonite (2000)
903. Dio - Rock 'N' Roll Children (1985)
902. Stone Sour - Gone Sovereign/Absolute Zero (2012)
901. Fuel - Hemorrhage (In My Hands) (2000)
900. Judas Priest - Hot Rockin' (1981)
899. Pop Evil - Deal With The Devil (2013)
898. White Zombie - More Human Than Human (1995)
897. Ozzy Osbourne - Desire (1993)
896. Theory Of A Deadman - Bitch Came Back (2011)
895. Metallica - Creeping Death (1983)
894. Of Mice & Men - Would You Still Be There (2014)
893. Incubus - Nice To Know You (2002)
892. Aerosmith - Draw The Line (1977)
891. Highly Suspect - 16 (2019)
890. Ozzy Osbourne - Perry Mason (1995)
889. Motorhead - Rock 'N' Roll (1987)
888. Adema - Giving in (2001)
887. Spinal Tap - Tonight I’m gonna rock you tonight (1984)
886. Five Finger Death Punch - American Capitalist (2011)
885. Don Felder - Heavy Metal (Takin' A Ride) (1981)
884. System Of A Down - Bounce (2001)
883. Rainbow - All Night Long (1979)
882. Ozzy Osbourne - Let Me Hear You Scream (2010)
881. Godsmack - Whatever (1997)
880. Bring Me The Horizon - Go To Hell, For Heaven's Sake (2013)
879. Dio - Hungry For Heaven (1985)
878. Tool - Prison Sex (1993)
877. Poison - Unskinny Bop (1990)
876. Queens Of The Stone Age - No One Knows (2002)
875. Five Finger Death Punch - Gone Away (2017)
874. Kiss - Strutter (1974)
873. Papa Roach - Broken home (2000)
872. All that Remains - This probably won’t end well (2015)
871. U.F.O. - Too Hot To Handle (1977)
870. Tool - Vicarious (2006)
869. Metallica - Ride The Lightning (1984)
868. System Of A Down - Needles (2001)
867. Soil - Halo (2001)
866. In This Moment - Whore (2013)
865. Pantera - 5 Minutes Alone (1994)
864. Alice Cooper - Feed my frankenstein (1992)
863. Serj Tankian - Empty Walls (2007)
862. Pop Evil - Torn to pieces (2014)
861. Danzig - Dirty black summer (1992)
860. Stone Sour - Made of scars (2006)
859. Def Leppard - Let’s get rocked (1992)
858. Fear Factory - Cars (1999)
857. All that Remains - Hold on (2010)
856. Ted Nugent - Wango Tango (1980)
855. Audioslave - Show me how to live (2002)
854. Alter Bridge - Addicted to Pain (2013)
853. Van Halen - Top Jimmy (1984)
852. Hed PE - Bartender (2000)
851. Sammy Hagar - Three Lock box (1982)
850. Puddle of Mudd - She hates me (2002)
849. Papa Roach - Leader of the broken hearts (2012)
848. Uriah Heep - Easy Livin (1972)
847. Kid Rock - American Bad Ass (2000)
846. Adelitas Way - Ready for war (pray for peace) (2016)
845. Scorpions - Holiday (1979)
844. Nine Inch Nails - The perfect drug (1997)
843. Thousand Foot Krutch - Light Up The Sky (2012)
842. Sevendust - Angel's Son (2001)
841. Motionless In White - Reincarnate (2014)
840. Nine Inch Nails - We're In This Together (1999)
839. Skillet - Rise (2013)
838. Pantera - Cemetery Gates (1990)
